type,asset,quantity,price_per_unit,date
sell,Pax_Dollar,100,1.0008469820022583,2021-01-02 00:00:00
buy,THORChain,100,1.2933590412139893,2021-01-02 00:00:00
buy,polygon,100,0.019,2021-01-02 00:00:00
hold,wrapped_bitcoin,0,32117.8,2021-01-02 00:00:00
buy,ethereum,100,774.5,2021-01-02 00:00:00
hold,VeChain,0,0.0199849996715784,2021-01-02 00:00:00
buy,1inch,100,1.028525948524475,2021-01-02 00:00:00
buy,litecoin,100,136.781,2021-01-02 00:00:00
sell,Qtum,100,2.2525250911712646,2021-01-02 00:00:00
buy,Trust_Wallet_Token,100,0.1210030019283294,2021-01-02 00:00:00
hold,bitcoin,0,32193.3,2021-01-02 00:00:00
sell,cardano,100,0.1773,2021-01-02 00:00:00
buy,Stacks,100,0.4561789929866791,2021-01-02 00:00:00
hold,Dash,0,86.96977233886719,2021-01-02 00:00:00
buy,Enjin_Coin,100,0.1320309937000274,2021-01-02 00:00:00
hold,usd_coin,0,0.999,2021-01-02 00:00:00
sell,Tezos,100,1.9986929893493648,2021-01-02 00:00:00
sell,Huobi_Token,100,4.849645137786865,2021-01-02 00:00:00
hold,Nexo,0,0.6486549973487854,2021-01-02 00:00:00
buy,ftx_token,100,6.1961,2021-01-02 00:00:00
buy,dai,100,1.0009,2021-01-02 00:00:00
sell,TrueUSD,100,1.0003230571746826,2021-01-02 00:00:00
hold,tron,0,0.0272,2021-01-02 00:00:00
hold,Fantom,0,0.016482999548316,2021-01-02 00:00:00
buy,BNB,100,38.24159240722656,2021-01-02 00:00:00
sell,Filecoin,100,21.80889129638672,2021-01-02 00:00:00
sell,Gala,100,0.0011289999820291,2021-01-02 00:00:00
buy,Maker,100,609.3076782226562,2021-01-02 00:00:00
buy,OKB,100,8.335363388061523,2021-01-02 00:00:00
hold,avalanche,0,3.5,2021-01-02 00:00:00
buy,Celsius,100,6.489635944366455,2021-01-03 00:00:00
buy,IOTA,100,0.3094890117645263,2021-01-03 00:00:00
buy,Axie_Infinity,100,0.5681880116462708,2021-01-03 00:00:00
sell,Compound,100,0.0,2021-01-03 00:00:00
hold,chainlink,0,13.7,2021-01-03 00:00:00
sell,PAX_Gold,100,1961.2314453125,2021-01-03 00:00:00
sell,Hedera,100,0.0330489985644817,2021-01-03 00:00:00
buy,bitcoin_cash,100,423.75,2021-01-03 00:00:00
hold,Kava,0,1.3690149784088137,2021-01-03 00:00:00
sell,Elrond,100,27.156723022460938,2021-01-03 00:00:00
sell,Helium,100,1.3087830543518066,2021-01-03 00:00:00
sell,xrp,100,0.22479,2021-01-03 00:00:00
sell,Theta_Network,100,2.12138295173645,2021-01-03 00:00:00
buy,Bitcoin_Gold,100,8.917470932006836,2021-01-03 00:00:00
sell,Gnosis,100,83.68696594238281,2021-01-03 00:00:00
hold,near_protocol,0,1.471,2021-01-03 00:00:00
hold,Synthetix,0,9.477058410644531,2021-01-03 00:00:00
sell,monero,100,138.063,2021-01-03 00:00:00
sell,KuCoin_Token,100,0.7081310153007507,2021-01-03 00:00:00
hold,Celo,0,1.4419959783554075,2021-01-03 00:00:00
hold,Zilliqa,0,0.0679539963603019,2021-01-03 00:00:00
buy,Holo,100,0.0029259999282658,2021-01-03 00:00:00
hold,BitTorrent_(New),0,0.0003129999968223,2021-01-03 00:00:00
buy,Waves,100,5.51314115524292,2021-01-03 00:00:00
sell,uniswap,100,5.4475,2021-01-03 00:00:00
hold,Neutrino_USD,0,0.9811390042304992,2021-01-03 00:00:00
hold,Quant,0,10.816511154174805,2021-01-03 00:00:00
buy,polkadot,100,10.159,2021-01-03 00:00:00
sell,ethereum_classic,100,6.5754,2021-01-03 00:00:00
buy,The_Graph,100,0.4527710080146789,2021-01-03 00:00:00
hold,Loopring,0,0.2724539935588836,2021-01-03 00:00:00
sell,Aave,100,91.09664916992188,2021-01-03 00:00:00
sell,Zcash,100,59.22290802001953,2021-01-03 00:00:00
sell,The_Sandbox,100,0.0409560017287731,2021-01-03 00:00:00
buy,Basic_Attention_Token,100,0.2164690047502517,2021-01-03 00:00:00
hold,dogecoin,0,0.00985,2021-01-03 00:00:00
hold,Klaytn,0,0.4758650064468384,2021-01-03 00:00:00
buy,Binance_USD,100,0.9998999834060668,2021-01-03 00:00:00
sell,Kusama,100,72.572509765625,2021-01-03 00:00:00
sell,Shiba_Inu,100,0.0,2021-01-03 00:00:00
buy,Neo,100,15.960466384887695,2021-01-03 00:00:00
hold,unus_sed_leo,0,1.3955,2021-01-03 00:00:00
hold,NEM,0,0.2104820013046264,2021-01-03 00:00:00
hold,Decentraland,0,0.0814239978790283,2021-01-03 00:00:00
buy,Cronos,100,0.0597629994153976,2021-01-03 00:00:00
hold,stellar,0,0.13633,2021-01-03 00:00:00
hold,Algorand,0,0.4227670133113861,2021-01-03 00:00:00
hold,Arweave,0,2.5733959674835205,2021-01-03 00:00:00
buy,EOS,100,2.795052051544189,2021-01-03 00:00:00
sell,PancakeSwap,100,0.6330829858779907,2021-01-03 00:00:00
hold,Curve_DAO_Token,0,0.67228102684021,2021-01-03 00:00:00
buy,Bitcoin_SV,100,171.3906707763672,2021-01-03 00:00:00
sell,tether,100,1.0,2021-01-03 00:00:00
sell,Decred,100,48.00038909912109,2021-01-03 00:00:00
buy,Pax_Dollar,100,0.9986500144004822,2021-01-03 00:00:00
sell,THORChain,100,1.4814540147781372,2021-01-03 00:00:00
sell,polygon,100,0.02,2021-01-03 00:00:00
hold,wrapped_bitcoin,0,32771.95,2021-01-03 00:00:00
buy,ethereum,100,974.97,2021-01-03 00:00:00
buy,VeChain,100,0.0259210001677274,2021-01-03 00:00:00
sell,1inch,100,1.094288945198059,2021-01-03 00:00:00
buy,litecoin,100,161.151,2021-01-03 00:00:00
sell,Qtum,100,2.4654910564422607,2021-01-03 00:00:00
hold,Trust_Wallet_Token,0,0.1361799985170364,2021-01-03 00:00:00
hold,bitcoin,0,32958.9,2021-01-03 00:00:00
buy,cardano,100,0.2057,2021-01-03 00:00:00
buy,Stacks,100,0.4806529879570007,2021-01-03 00:00:00
sell,Dash,100,89.06913757324219,2021-01-03 00:00:00
sell,Enjin_Coin,100,0.1353790014982223,2021-01-03 00:00:00
hold,usd_coin,0,0.9991,2021-01-03 00:00:00
buy,Tezos,100,2.1333138942718506,2021-01-03 00:00:00
buy,Huobi_Token,100,4.899794101715088,2021-01-03 00:00:00
sell,Nexo,100,0.6099050045013428,2021-01-03 00:00:00
sell,ftx_token,100,6.9444,2021-01-03 00:00:00
buy,dai,100,1.0024,2021-01-03 00:00:00
sell,TrueUSD,100,0.9996989965438844,2021-01-03 00:00:00
sell,tron,100,0.029458,2021-01-03 00:00:00
buy,Fantom,100,0.0188190005719661,2021-01-03 00:00:00
buy,BNB,100,41.14897918701172,2021-01-03 00:00:00
sell,Filecoin,100,21.42637825012207,2021-01-03 00:00:00
hold,Gala,0,0.0010999999940395,2021-01-03 00:00:00
hold,Maker,0,678.71826171875,2021-01-03 00:00:00
hold,OKB,0,7.55177116394043,2021-01-03 00:00:00
sell,avalanche,100,3.47,2021-01-03 00:00:00
hold,Celsius,0,5.996420860290527,2021-01-04 00:00:00
hold,IOTA,0,0.3447169959545135,2021-01-04 00:00:00
sell,Axie_Infinity,100,0.5602149963378906,2021-01-04 00:00:00
buy,Compound,100,0.0,2021-01-04 00:00:00
hold,chainlink,0,13.62,2021-01-04 00:00:00
sell,PAX_Gold,100,1997.9852294921875,2021-01-04 00:00:00
sell,Hedera,100,0.0324079990386962,2021-01-04 00:00:00
hold,bitcoin_cash,0,405.94,2021-01-04 00:00:00
sell,Kava,100,1.520148992538452,2021-01-04 00:00:00
buy,Elrond,100,30.62992286682129,2021-01-04 00:00:00
sell,Helium,100,1.3430160284042358,2021-01-04 00:00:00
buy,xrp,100,0.23575,2021-01-04 00:00:00
hold,Theta_Network,0,1.960263967514038,2021-01-04 00:00:00
sell,Bitcoin_Gold,100,8.906229972839355,2021-01-04 00:00:00
buy,Gnosis,100,94.16990661621094,2021-01-04 00:00:00
sell,near_protocol,100,1.387,2021-01-04 00:00:00
buy,Synthetix,100,11.380953788757324,2021-01-04 00:00:00
buy,monero,100,133.556,2021-01-04 00:00:00
buy,KuCoin_Token,100,0.8314189910888672,2021-01-04 00:00:00
hold,Celo,0,1.4910739660263062,2021-01-04 00:00:00
hold,Zilliqa,0,0.070371001958847,2021-01-04 00:00:00
hold,Holo,0,0.0030110001098364,2021-01-04 00:00:00
sell,BitTorrent_(New),100,0.0003150000120513,2021-01-04 00:00:00
sell,Waves,100,5.37509822845459,2021-01-04 00:00:00
sell,uniswap,100,5.4145,2021-01-04 00:00:00
hold,Neutrino_USD,0,0.9858390092849731,2021-01-04 00:00:00
buy,Quant,100,11.295166969299316,2021-01-04 00:00:00
buy,polkadot,100,9.517,2021-01-04 00:00:00
sell,ethereum_classic,100,7.0508,2021-01-04 00:00:00
hold,The_Graph,0,0.4795159995555877,2021-01-04 00:00:00
buy,Loopring,100,0.3690739870071411,2021-01-04 00:00:00
hold,Aave,0,111.1320343017578,2021-01-04 00:00:00
hold,Zcash,0,59.27556228637695,2021-01-04 00:00:00
buy,The_Sandbox,100,0.0404939986765384,2021-01-04 00:00:00
sell,Basic_Attention_Token,100,0.2178699970245361,2021-01-04 00:00:00
hold,dogecoin,0,0.00978,2021-01-04 00:00:00
hold,Klaytn,0,0.4627389907836914,2021-01-04 00:00:00
buy,Binance_USD,100,0.9998000264167786,2021-01-04 00:00:00
buy,Kusama,100,68.26109313964844,2021-01-04 00:00:00
hold,Shiba_Inu,0,0.0,2021-01-04 00:00:00
buy,Neo,100,16.278472900390625,2021-01-04 00:00:00
sell,unus_sed_leo,100,1.3352,2021-01-04 00:00:00
sell,NEM,100,0.204813003540039,2021-01-04 00:00:00
sell,Decentraland,100,0.0794209986925125,2021-01-04 00:00:00
buy,Cronos,100,0.065430998802185,2021-01-04 00:00:00
buy,stellar,100,0.16395,2021-01-04 00:00:00
hold,Algorand,0,0.4386659860610962,2021-01-04 00:00:00
hold,Arweave,0,2.688556909561157,2021-01-04 00:00:00
hold,EOS,0,2.8103089332580566,2021-01-04 00:00:00
sell,PancakeSwap,100,0.6429970264434814,2021-01-04 00:00:00
sell,Curve_DAO_Token,100,0.6769840121269226,2021-01-04 00:00:00
sell,Bitcoin_SV,100,167.58822631835938,2021-01-04 00:00:00
hold,tether,0,1.0,2021-01-04 00:00:00
buy,Decred,100,48.28572463989258,2021-01-04 00:00:00
buy,Pax_Dollar,100,0.9984130263328552,2021-01-04 00:00:00
hold,THORChain,0,1.5902249813079834,2021-01-04 00:00:00
sell,polygon,100,0.025,2021-01-04 00:00:00
sell,wrapped_bitcoin,100,31974.44,2021-01-04 00:00:00
buy,ethereum,100,1042.4,2021-01-04 00:00:00
sell,VeChain,100,0.0246649999171495,2021-01-04 00:00:00
buy,1inch,100,1.031272053718567,2021-01-04 00:00:00
buy,litecoin,100,155.518,2021-01-04 00:00:00
buy,Qtum,100,2.501959085464477,2021-01-04 00:00:00
sell,Trust_Wallet_Token,100,0.1430799961090088,2021-01-04 00:00:00
buy,bitcoin,100,32022.6,2021-01-04 00:00:00
hold,cardano,0,0.2258,2021-01-04 00:00:00
hold,Stacks,0,0.4909729957580566,2021-01-04 00:00:00
hold,Dash,0,88.79717254638672,2021-01-04 00:00:00
sell,Enjin_Coin,100,0.1412380039691925,2021-01-04 00:00:00
buy,usd_coin,100,0.9994,2021-01-04 00:00:00
buy,Tezos,100,2.311222076416016,2021-01-04 00:00:00
sell,Huobi_Token,100,4.83964204788208,2021-01-04 00:00:00
sell,Nexo,100,0.6287469863891602,2021-01-04 00:00:00
buy,ftx_token,100,7.5322,2021-01-04 00:00:00
hold,dai,0,1.0007,2021-01-04 00:00:00
buy,TrueUSD,100,0.9997490048408508,2021-01-04 00:00:00
buy,tron,100,0.030984,2021-01-04 00:00:00
hold,Fantom,0,0.0204150006175041,2021-01-04 00:00:00
sell,BNB,100,40.92635345458984,2021-01-04 00:00:00
hold,Filecoin,0,21.4674072265625,2021-01-04 00:00:00
buy,Gala,100,0.0013999999500811,2021-01-04 00:00:00
hold,Maker,0,682.6277465820312,2021-01-04 00:00:00
sell,OKB,100,7.186450958251953,2021-01-04 00:00:00
hold,avalanche,0,3.6,2021-01-04 00:00:00
buy,Celsius,100,6.060762882232666,2021-01-05 00:00:00
hold,IOTA,0,0.3531169891357422,2021-01-05 00:00:00
sell,Axie_Infinity,100,0.557578980922699,2021-01-05 00:00:00
hold,Compound,0,0.0,2021-01-05 00:00:00
hold,chainlink,0,14.51,2021-01-05 00:00:00
hold,PAX_Gold,0,2020.681396484375,2021-01-05 00:00:00
buy,Hedera,100,0.0377289988100528,2021-01-05 00:00:00
sell,bitcoin_cash,100,418.24,2021-01-05 00:00:00
buy,Kava,100,1.573425054550171,2021-01-05 00:00:00
sell,Elrond,100,33.9537467956543,2021-01-05 00:00:00
buy,Helium,100,1.477504014968872,2021-01-05 00:00:00
buy,xrp,100,0.22544,2021-01-05 00:00:00
buy,Theta_Network,100,2.133997917175293,2021-01-05 00:00:00
buy,Bitcoin_Gold,100,9.135836601257324,2021-01-05 00:00:00
hold,Gnosis,0,101.75820922851562,2021-01-05 00:00:00
sell,near_protocol,100,1.495,2021-01-05 00:00:00
hold,Synthetix,0,12.42666721343994,2021-01-05 00:00:00
buy,monero,100,135.908,2021-01-05 00:00:00
buy,KuCoin_Token,100,0.836903989315033,2021-01-05 00:00:00
buy,Celo,100,2.566104888916016,2021-01-05 00:00:00
hold,Zilliqa,0,0.0704879984259605,2021-01-05 00:00:00
buy,Holo,100,0.0029879999347031,2021-01-05 00:00:00
hold,BitTorrent_(New),0,0.0003110000106971,2021-01-05 00:00:00
buy,Waves,100,5.564129829406738,2021-01-05 00:00:00
buy,uniswap,100,6.2514,2021-01-05 00:00:00
hold,Neutrino_USD,0,0.9928230047225952,2021-01-05 00:00:00
buy,Quant,100,12.67613124847412,2021-01-05 00:00:00
hold,polkadot,0,9.75,2021-01-05 00:00:00
buy,ethereum_classic,100,7.2677,2021-01-05 00:00:00
sell,The_Graph,100,0.5073339939117432,2021-01-05 00:00:00
hold,Loopring,0,0.4816359877586365,2021-01-05 00:00:00
hold,Aave,0,116.45382690429688,2021-01-05 00:00:00
sell,Zcash,100,59.60005569458008,2021-01-05 00:00:00
sell,The_Sandbox,100,0.041762001812458,2021-01-05 00:00:00
sell,Basic_Attention_Token,100,0.2318869978189468,2021-01-05 00:00:00
buy,dogecoin,100,0.009958,2021-01-05 00:00:00
hold,Klaytn,0,0.4606119990348816,2021-01-05 00:00:00
hold,Binance_USD,0,1.000100016593933,2021-01-05 00:00:00
buy,Kusama,100,67.8073501586914,2021-01-05 00:00:00
hold,Shiba_Inu,0,0.0,2021-01-05 00:00:00
buy,Neo,100,16.88800621032715,2021-01-05 00:00:00
buy,unus_sed_leo,100,1.3292,2021-01-05 00:00:00
sell,NEM,100,0.2057330012321472,2021-01-05 00:00:00
hold,Decentraland,0,0.0821909978985786,2021-01-05 00:00:00
hold,Cronos,0,0.0663480013608932,2021-01-05 00:00:00
buy,stellar,100,0.19315,2021-01-05 00:00:00
buy,Algorand,100,0.4794290065765381,2021-01-05 00:00:00
buy,Arweave,100,2.826396942138672,2021-01-05 00:00:00
buy,EOS,100,2.897808074951172,2021-01-05 00:00:00
buy,PancakeSwap,100,0.6794350147247314,2021-01-05 00:00:00
hold,Curve_DAO_Token,0,0.6870149970054626,2021-01-05 00:00:00
hold,Bitcoin_SV,0,168.6279754638672,2021-01-05 00:00:00
hold,tether,0,1.0019,2021-01-05 00:00:00
sell,Decred,100,47.17770767211914,2021-01-05 00:00:00
hold,Pax_Dollar,0,0.9997730255126952,2021-01-05 00:00:00
hold,THORChain,0,1.5841540098190308,2021-01-05 00:00:00
hold,polygon,0,0.024,2021-01-05 00:00:00
hold,wrapped_bitcoin,0,33946.39,2021-01-05 00:00:00
buy,ethereum,100,1099.52,2021-01-05 00:00:00
hold,VeChain,0,0.0279089994728565,2021-01-05 00:00:00
sell,1inch,100,1.2527070045471191,2021-01-05 00:00:00
buy,litecoin,100,158.432,2021-01-05 00:00:00
buy,Qtum,100,2.61175799369812,2021-01-05 00:00:00
sell,Trust_Wallet_Token,100,0.1480239927768707,2021-01-05 00:00:00
sell,bitcoin,100,33991.5,2021-01-05 00:00:00
buy,cardano,100,0.2586,2021-01-05 00:00:00
hold,Stacks,0,0.521651029586792,2021-01-05 00:00:00
sell,Dash,100,89.10277557373047,2021-01-05 00:00:00
buy,Enjin_Coin,100,0.1466829925775528,2021-01-05 00:00:00
sell,usd_coin,100,0.9968,2021-01-05 00:00:00
sell,Tezos,100,2.379434108734131,2021-01-05 00:00:00
sell,Huobi_Token,100,4.813535213470459,2021-01-05 00:00:00
sell,Nexo,100,0.6219850182533264,2021-01-05 00:00:00
hold,ftx_token,0,8.6717,2021-01-05 00:00:00
buy,dai,100,1.0005,2021-01-05 00:00:00
hold,TrueUSD,0,0.9997050166130066,2021-01-05 00:00:00
sell,tron,100,0.028521,2021-01-05 00:00:00
buy,Fantom,100,0.0205850005149841,2021-01-05 00:00:00
buy,BNB,100,41.73460006713867,2021-01-05 00:00:00
buy,Filecoin,100,21.63277053833008,2021-01-05 00:00:00
buy,Gala,100,0.0014570000348612,2021-01-05 00:00:00
hold,Maker,0,762.6395263671875,2021-01-05 00:00:00
sell,OKB,100,7.513101100921631,2021-01-05 00:00:00
buy,avalanche,100,4.25,2021-01-05 00:00:00
buy,Celsius,100,6.016616821289063,2021-01-06 00:00:00
buy,IOTA,100,0.3804599940776825,2021-01-06 00:00:00
sell,Axie_Infinity,100,0.5989019870758057,2021-01-06 00:00:00
hold,Compound,0,0.0,2021-01-06 00:00:00
hold,chainlink,0,17.25,2021-01-06 00:00:00
sell,PAX_Gold,100,1962.541748046875,2021-01-06 00:00:00
buy,Hedera,100,0.0387019999325275,2021-01-06 00:00:00
sell,bitcoin_cash,100,453.47,2021-01-06 00:00:00
sell,Kava,100,1.816195011138916,2021-01-06 00:00:00
sell,Elrond,100,38.4355697631836,2021-01-06 00:00:00
sell,Helium,100,1.501479983329773,2021-01-06 00:00:00
hold,xrp,0,0.24871,2021-01-06 00:00:00
hold,Theta_Network,0,2.1843819618225098,2021-01-06 00:00:00
sell,Bitcoin_Gold,100,9.608816146850586,2021-01-06 00:00:00
hold,Gnosis,0,109.72527313232422,2021-01-06 00:00:00
buy,near_protocol,100,1.541,2021-01-06 00:00:00
sell,Synthetix,100,12.12261199951172,2021-01-06 00:00:00
sell,monero,100,142.156,2021-01-06 00:00:00
buy,KuCoin_Token,100,0.8985379934310913,2021-01-06 00:00:00
sell,Celo,100,2.318526029586792,2021-01-06 00:00:00
sell,Zilliqa,100,0.078186996281147,2021-01-06 00:00:00
buy,Holo,100,0.0030759999062865,2021-01-06 00:00:00
hold,BitTorrent_(New),0,0.0003260000084992,2021-01-06 00:00:00
buy,Waves,100,5.841259002685547,2021-01-06 00:00:00
buy,uniswap,100,6.4157,2021-01-06 00:00:00
buy,Neutrino_USD,100,0.9970210194587708,2021-01-06 00:00:00
